ordernumber,quantityordered,priceeach,orderlinenumber,sales,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,order_date
10209,39,100,8,5197.92,Shipped,1,1,2004,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Not Provided,Los Angeles,CA,,USA,Unknown,Chandler,Michael,Medium,1/9/2004
10222,49,100,12,5997.6,Shipped,1,2,2004,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Not Provided,San Diego,CA,91217,USA,Unknown,Thompson,Valarie,Medium,2/19/2004
10248,20,100,3,2910.4,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Not Provided,NYC,NY,10022,USA,Unknown,Yu,Kwai,Small,5/7/2004
10261,27,100,1,3378.24,Shipped,2,6,2004,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Not Provided,Montreal,Quebec,H1J 1C3,Canada,Unknown,Fresnisre,Jean,Medium,6/17/2004
10273,30,100,4,3508.8,Shipped,3,7,2004,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Not Provided,Bruxelles,CA,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,7/21/2004
10283,25,100,6,2992,Shipped,3,8,2004,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Not Provided,Tsawassen,BC,T2F 8M4,Canada,Unknown,Lincoln,Elizabeth,Small,8/20/2004
10295,24,100,1,3427.2,Shipped,3,9,2004,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Not Provided,Boston,MA,51003,USA,Unknown,Yoshido,Juri,Medium,9/10/2004
10307,22,100,9,2692.8,Shipped,4,10,2004,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,Not Provided,Philadelphia,PA,71270,USA,Unknown,Cervantes,Francisca,Small,10/14/2004
10316,33,100,17,4128.96,Shipped,4,11,2004,Classic Cars,136,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Not Provided,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,11/1/2004
10325,47,64.93,6,3051.71,Shipped,4,11,2004,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,11/5/2004
10337,25,48.05,8,1201.25,Shipped,4,11,2004,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Unknown,Hernandez,Maria,Small,11/21/2004
10350,26,75.47,5,1962.22,Shipped,4,12,2004,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small,12/2/2004
10359,48,54.68,6,2624.64,Shipped,4,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Not Provided,Reims,CA,51100,France,EMEA,Henriot,Paul,Small,12/15/2004
10373,39,100,3,4046.25,Shipped,1,1,2005,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Not Provided,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,1/31/2005
10384,34,100,4,4846.7,Shipped,1,2,2005,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Medium,2/23/2005
10395,32,100,2,3370.56,Shipped,1,3,2005,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Not Provided,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Medium,3/17/2005
10400,64,100,9,9661.44,Shipped,2,4,2005,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Not Provided,San Jose,CA,94217,USA,Unknown,Frick,Sue,Large,4/1/2005
10414,19,100,3,2764.88,On Hold,2,5,2005,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Not Provided,Boston,MA,51003,USA,Unknown,Yoshido,Juri,Small,5/6/2005
10103,42,100,4,5398.26,Shipped,1,1,2003,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,1/29/2003
10114,31,100,8,4305.28,Shipped,2,4,2003,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Not Provided,Paris,CA,75012,France,EMEA,Bertrand,Marie,Medium,4/1/2003
10126,22,100,4,3347.74,Shipped,2,5,2003,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Not Provided,Madrid,CA,28023,Spain,EMEA,Sommer,MartÂ¡n,Medium,5/28/2003
10140,26,100,4,3188.12,Shipped,3,7,2003,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Not Provided,Burlingame,CA,94217,USA,Unknown,Hirano,Juri,Medium,7/24/2003
10150,20,100,1,3191.2,Shipped,3,9,2003,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,9/19/2003
10164,21,100,2,3536.82,Resolved,4,10,2003,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Not Provided,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium,10/21/2003
10175,33,100,9,5362.83,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Not Provided,London,CA,WX3 6FW,UK,EMEA,Brown,Ann,Medium,11/6/2003
10183,28,100,1,3433.36,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Not Provided,Philadelphia,PA,71270,USA,Unknown,Cervantes,Francisca,Medium,11/13/2003
10194,26,100,4,4263.74,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Not Provided,Lyon,CA,69004,France,EMEA,Saveley,Mary,Medium,11/25/2003
10207,31,100,15,4076.19,Shipped,4,12,2003,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Not Provided,Boston,MA,51003,USA,Unknown,Franco,Valarie,Medium,12/9/2003
10217,48,100,4,7020.48,Shipped,1,2,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Large,2/4/2004
10229,50,100,9,6426.5,Shipped,1,3,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/11/2004
10245,28,100,2,4591.72,Shipped,2,5,2004,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,Not Provided,New Haven,CT,97823,USA,Unknown,Murphy,Leslie,Medium,5/4/2004
10259,26,100,12,4033.38,Shipped,2,6,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Medium,6/15/2004
10270,32,100,2,4302.08,Shipped,3,7,2004,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,7/19/2004
10281,44,100,9,7020.64,Shipped,3,8,2004,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Not Provided,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Large,8/19/2004
10291,30,100,4,3855.9,Shipped,3,9,2004,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,9/8/2004
10305,38,100,13,6680.78,Shipped,4,10,2004,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Not Provided,Cambridge,MA,51247,USA,Unknown,Hernandez,Marta,Medium,10/13/2004
10313,40,100,7,6678,Shipped,4,10,2004,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Not Provided,Vancouver,BC,V3F 2K1,Canada,Unknown,Tannamuri,Yoshi,Medium,10/22/2004
10322,46,61.99,8,2851.54,Shipped,4,11,2004,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Not Provided,Nashua,NH,62005,USA,Unknown,Young,Valarie,Small,11/4/2004
10334,26,100,2,3188.12,On Hold,4,11,2004,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÂ„gen  8,Not Provided,Lule,CA,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,11/19/2004
10347,27,100,2,4428,Shipped,4,11,2004,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,11/29/2004
10357,43,100,9,5780.92,Shipped,4,12,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,12/10/2004
10370,35,65.63,4,2297.05,Shipped,1,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,1/20/2005
10381,37,100,6,6231.54,Shipped,1,2,2005,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Medium,2/17/2005
10391,37,46.9,7,1735.3,Shipped,1,3,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,3/9/2005
10411,27,100,2,4427.73,Shipped,2,5,2005,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Not Provided,Montreal,Quebec,H1J 1C3,Canada,Unknown,Fresnisre,Jean,Medium,5/1/2005
10425,38,100,12,5894.94,In Process,2,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Not Provided,Nantes,CA,44000,France,EMEA,Labrune,Janine,Medium,5/31/2005
10108,33,100,6,5265.15,Shipped,1,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Not Provided,Makati City,CA,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3/3/2003
10122,42,100,10,7599.9,Shipped,2,5,2003,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Not Provided,Marseille,CA,13008,France,EMEA,Lebihan,Laurence,Large,5/8/2003
10135,42,100,7,8008.56,Shipped,3,7,2003,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,7/2/2003
10147,48,100,7,9245.76,Shipped,3,9,2003,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Large,9/5/2003
10159,41,100,2,8296.35,Shipped,4,10,2003,Classic Cars,194,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Large,10/10/2003
10169,30,100,2,5019.9,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,11/4/2003
10181,27,100,14,5411.07,Shipped,4,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Not Provided,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,11/12/2003
10191,21,100,3,3840.9,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,11/20/2003
10203,20,100,8,3930.4,Shipped,4,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,12/2/2003
10211,41,100,2,7498.9,Shipped,1,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Not Provided,Paris,CA,75016,France,EMEA,Perrier,Dominique,Large,1/15/2004
10225,27,100,9,4517.91,Shipped,1,2,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium,2/22/2004
10238,28,100,3,5774.72,Shipped,2,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,CA,1734,Denmark,EMEA,Petersen,Jytte,Medium,4/9/2004
10253,24,100,13,3922.56,Cancelled,2,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Not Provided,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,6/1/2004
10266,44,100,14,9160.36,Shipped,3,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Not Provided,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Large,7/6/2004
10276,50,100,3,9631,Shipped,3,8,2004,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Barajas,Miguel,Large,8/2/2004
10287,21,100,12,3432.24,Shipped,3,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium,8/30/2004
10300,33,100,5,5521.89,Shipped,4,10,2003,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Not Provided,Frankfurt,CA,60528,Germany,EMEA,Keitel,Roland,Medium,10/4/2003
10310,33,100,10,6934.62,Shipped,4,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10/16/2004
10320,31,100,3,6876.11,Shipped,4,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÂ„gen  8,Not Provided,Lule,CA,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,11/3/2004
10329,41,71.47,5,2930.27,Shipped,4,11,2004,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Not Provided,NYC,NY,10022,USA,Unknown,Yu,Kwai,Small,11/15/2004
10341,45,79.65,2,3584.25,Shipped,4,11,2004,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,11/24/2004
10363,33,85.39,3,2817.87,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Not Provided,Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1/6/2005
10375,45,76,7,3420,Shipped,1,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Not Provided,Nantes,CA,44000,France,EMEA,Labrune,Janine,Medium,2/3/2005
10389,26,99.04,4,2575.04,Shipped,1,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Small,3/3/2005
10419,12,100,13,1961.28,Shipped,2,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Small,5/17/2005
10105,41,100,15,8690.36,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,CA,1734,Denmark,EMEA,Petersen,Jytte,Large,2/11/2003
10117,33,100,9,6034.38,Shipped,2,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,4/16/2003
10127,46,100,2,11279.2,Shipped,2,6,2003,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Large,6/3/2003
10142,33,100,12,8023.29,Shipped,3,8,2003,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,8/8/2003
10153,20,100,11,4904,Shipped,3,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,9/28/2003
10165,44,100,3,8594.52,Shipped,4,10,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Large,10/22/2003
10176,33,100,2,7474.5,Shipped,4,11,2003,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Not Provided,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Large,11/6/2003
10185,21,100,13,3883.74,Shipped,4,11,2003,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Not Provided,New Bedford,MA,50553,USA,Unknown,Tam,Wing C,Medium,11/14/2003
10196,47,100,5,8887.7,Shipped,4,11,2003,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,Not Provided,New Haven,CT,97823,USA,Unknown,Murphy,Leslie,Large,11/26/2003
10208,46,100,13,8602.92,Shipped,1,1,2004,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Not Provided,Lyon,CA,69004,France,EMEA,Saveley,Mary,Large,1/2/2004
10220,32,100,2,7181.44,Shipped,1,2,2004,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,CA,2,Ireland,EMEA,Cassidy,Dean,Large,2/12/2004
10231,42,100,2,8378.58,Shipped,1,3,2004,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Not Provided,Madrid,CA,28023,Spain,EMEA,Fernandez,Jesus,Large,3/19/2004
10247,44,100,2,10606.2,Shipped,2,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Not Provided,Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,5/5/2004
10272,35,100,2,5818.4,Shipped,3,7,2004,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Not Provided,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Medium,7/20/2004
10282,41,100,5,7071.27,Shipped,3,8,2004,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Large,8/20/2004
10293,46,100,8,8411.56,Shipped,3,9,2004,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Not Provided,Torino,CA,10100,Italy,EMEA,Accorti,Paolo,Large,9/9/2004
10306,31,100,13,6570.76,Shipped,4,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Not Provided,Manchester,CA,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,10/14/2004
10314,38,100,5,7975.44,Shipped,4,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Not Provided,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Large,10/22/2004
10325,42,64,8,2688,Shipped,4,11,2004,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Small,11/5/2004
10336,33,57.22,10,1888.26,Shipped,4,11,2004,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Not Provided,Paris,CA,75012,France,EMEA,Bertrand,Marie,Small,11/20/2004
10348,48,52.36,8,2513.28,Shipped,4,11,2004,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Not Provided,Madrid,CA,28023,Spain,EMEA,Sommer,MartÂ¡n,Small,11/1/2004
10359,42,100,8,4764.48,Shipped,4,12,2004,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Not Provided,Reims,CA,51100,France,EMEA,Henriot,Paul,Medium,12/15/2004
10371,32,100,6,3560.64,Shipped,1,1,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,1/23/2005
10382,34,100,10,3823.64,Shipped,1,2,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,2/17/2005
10395,33,69.12,1,2280.96,Shipped,1,3,2005,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Not Provided,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Small,3/17/2005
10413,36,100,2,8677.8,Shipped,2,5,2005,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Not Provided,Bridgewater,CT,97562,USA,Unknown,King,Julie,Large,5/5/2005
10103,27,100,8,3394.98,Shipped,1,1,2003,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Not Provided,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,1/29/2003
10113,21,100,2,3415.44,Shipped,1,3,2003,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/26/2003
10126,21,100,8,2439.57,Shipped,2,5,2003,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Not Provided,Madrid,CA,28023,Spain,EMEA,Sommer,MartÂ¡n,Small,5/28/2003
10140,38,100,8,4829.8,Shipped,3,7,2003,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Not Provided,Burlingame,CA,94217,USA,Unknown,Hirano,Juri,Medium,7/24/2003
10150,30,100,5,4100.1,Shipped,3,9,2003,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Not Provided,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium,9/19/2003
10164,49,100,6,6563.06,Resolved,4,10,2003,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Not Provided,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium,10/21/2003
10174,43,100,1,6817.22,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Not Provided,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,11/6/2003
10183,41,100,5,6163.94,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Not Provided,Philadelphia,PA,71270,USA,Unknown,Cervantes,Francisca,Medium,11/13/2003
10194,38,100,8,4933.92,Shipped,4,11,2003,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Not Provided,Lyon,CA,69004,France,EMEA,Saveley,Mary,Medium,11/25/2003
10206,28,100,3,4056.36,Shipped,4,12,2003,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Not Provided,Vancouver,BC,V3F 2K1,Canada,Unknown,Tannamuri,Yoshi,Medium,12/5/2003
10216,43,100,1,5759.42,Shipped,1,2,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Not Provided,Versailles,CA,78000,France,EMEA,Tonini,Daniel,Medium,2/2/2004
10229,25,100,13,3451,Shipped,1,3,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/11/2004
10245,38,100,6,5920.4,Shipped,2,5,2004,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,Not Provided,New Haven,CT,97823,USA,Unknown,Murphy,Leslie,Medium,5/4/2004
10258,41,100,3,6668.24,Shipped,2,6,2004,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Not Provided,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,6/15/2004
10270,28,100,6,4094.72,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,7/19/2004
10281,25,100,13,2938.5,Shipped,3,8,2004,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Not Provided,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Small,8/19/2004
10291,41,100,8,6387.8,Shipped,3,9,2004,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Not Provided,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,9/8/2004
